Class,Value,Description
11,Nectandra matogrossensis, Nectandra matogrossensis is a species of plant in the Lauraceae family. It is endemic to Brazil.
11,Azara serrata, Azara serrata (saw-toothed azara) is a species of flowering plant in the family Salicaceae native to Chile. It is an evergreen shrub growing to 4m (12ft) with glossy serrated leaves and clusters of scented yellow flowers in summer. In temperate regions it requires a sheltered position.This plant has gained the Royal Horticultural Society's Award of Garden Merit.
11,Vitis popenoei, Vitis popenoei commonly called the totoloche or totoloche grape is a New World species of liana in the grape family native to Belize Mexico (Chiapas Hidalgo Oaxaca Puebla Tabasco Veracruz and eastern Quer??taro) and north-central Guatemala (Alta Verapaz).
11,Aechmea subg. Lamprococcus, Lamprococcus is a subgenus of the genus Aechmea.
11,Bartramia pomiformis, Bartramia pomiformis (Apple moss) is a species of moss in the Bartramiaceae family. It is typically green or glaucous in hue although sometimes it can appear yellowish. The stems extend from a half cm to 8 cm with narrowly lanceolate to linear-lanceolate leaves.
11,Doryopteris angelica, Doryopteris angelica is a rare fern species known by the common name Kauai digit fern. It is endemic to Hawaii where only small populations are known.The ferns grow on slopes in Hawaiian tropical rainforests habitat and have been found only on the island of Kaua?Øi. It was federally listed as an endangered species in 2010.
11,Cupressus abramsiana, Cupressus abramsiana (Santa Cruz Cypress) is a cypress taxon of disputed status placed in either the genus Cupressus or else Xanthocyparis. It is endemic to the Santa Cruz Mountains of Santa Cruz and San Mateo Counties in west-central California.When cypresses were discovered in the Santa Cruz Mountains in 1881 they were first identified as Cupressus goveniana but Jepson (1909) considered them to be Cupressus sargentii.
11,Edmundoa, Edmundoa is a genus of the botanical family Bromeliaceae subfamily Bromelioideae. The genus is named for Edmundo Pereira Brazilian botanist (1914É??1986) and has only recently been recognized as an independent genus grouped earlier with Canistrum.
11,Vangueriopsis gossweileri, Vangueriopsis gossweileri is a species of flowering plants in the family Rubiaceae. It occurs in West-Central Tropical Africa (Cabinda Province Equatorial Guinea and Gabon).
11,Sageretia, Sageretia (Sageretia or Mock Buckthorn) is a genus of about 35 species of shrubs and small trees in the family Rhamnaceae native to southern and eastern Asia and northeast Africa. They have small green leaves 1.5É??4 cm long and a leathery multicoloured trunk.
11,Luma chequen, Luma chequen (White Chilean Myrtle) is a species of flowering plant in the genus Luma in the family Myrtaceae native to the central Andes mountains between Chile and Argentina at latitudes located 30 to 41?ß South. Synonyms include Eugenia chequen Molina Myrtus chequen (Molina) Spreng. and Luma gayana (Barn.) Burret. Common names in Spanish include Chequ??n Huillipeta and Array?≠n Blanco (White Myrtle).
11,Coelandria smillieae, Coelandria smillieae commonly known as the Bottlebrush Orchid is found in Queensland Australia from some of the Torres Strait Islands though Cape York Peninsula to Townsville in the south at altitudes of 500-700 metres. It is also found in New Guinea and Indonesia.
11,Bactris longiseta, The Huiscoyol (Bactris longiseta) is a species of flowering plant in the Arecaceae family.It is found only in Costa Rica.It is threatened by habitat loss.
11,Euphorbia decaryi, Euphorbia decaryi is a species of plant in the Euphorbiaceae family endemic to Madagascar. Its natural habitats are subtropical or tropical dry forests subtropical or tropical dry shrubland and rocky areas. It is threatened by habitat loss.Euphorbia decaryi is a spreading evergreen plant under 6 in height and blooming April-June. Flowers are chartreuse yellow-green yellow or red; female flowers carry a three-part pistil over a three-part ovary producing three or sometimes more seeds.
11,Navarretia heterodoxa, Navarretia heterodoxa is a species of flowering plant in the phlox family known by the common name Calistoga pincushionplant. It is endemic to the San Francisco Bay Area in California where it grows in the serpentine soils of the hills and mountains. It is a hairy annual herb producing a slender stem up to about 24 centimeters long. It is glandular and emits a skunky scent. The leaves are divided into threadlike or needlelike lobes.
11,Viburnum lantana, Viburnum lantana (Wayfaring Tree) is a species of Viburnum native to central southern and western Europe (north to Yorkshire in England) northwest Africa and southwestern Asia. The vigorous deciduous European treelike shrub is common along waysides.It is a deciduous shrub or small tree growing to 4É??5 m tall. The leaves are opposite simple oval to lanceolate 6É??13 cm wide and 4É??9 cm broad with a finely serrated margin; they are densely downy on the underside less so on the upper surface.
11,Ulmus 'Globosa', The cultivar 'Globosa' was first described (as Ulmus campestris globosa Behnsch ) in the Sp??th nursery catalogue of 1892-93. Considered probably Ulmus carpinifolia (: minor) by Green
11,Macvaughiella, Macvaughiella is a genus of flowering plants in the daisy family Asteraceae. It is named in honor of the American botanist Rogers McVaugh.
11,Steyerbromelia ramosa, Steyerbromelia ramosa is a species of the genus Steyerbromelia. This species is endemic to Venezuela.
11,Trivalvaria, Trivalvaria is a genus of plant in family Annonaceae. It contains the following species (but this list may be incomplete): Trivalvaria nervosa (Hook.f. & Th.) James Sincl.
11,Flyriella, Flyriella is a genus of perennial flowering plants in Asteraceae and the species are commonly called Brickellbush. They are native to Texas and Mexico. It includes the below species:Flyriella chrysostyla (B.L. Rob.) R.M. King & H. Rob. - (Eupatorium chrysostylum B.L. Rob.)Flyriella harrimanii R.M. King & H. Rob. Flyriella leonensis (B.L. Rob.) R.M. King & H. Rob. - (Eupatorium leonense B.L. Rob.)Flyriella parryi (A. Gray) R.M. King & H. Rob. - (Eupatorium parryi A.
11,Salix discolor, Salix discolor (American willow) is a species of willow native to North America one of two species commonly called pussy willow. It is native to the northern forests and wetlands of Canada (British Columbia east to Newfoundland) and is also found in the northern portions of the contiguous United States (Idaho east to Maine and south to Maryland).It is a weak-wooded deciduous shrub or small tree growing to 6 m (20 ft) tall with brown shoots.
11,Eucalyptus muelleriana, Eucalyptus muelleriana commonly known as Yellow Stringybark is a species of Eucalyptus which is native to New South Wales and Victoria in Australia. It is a tall tree growing up to 40 metres in height.
11,Araeococcus pectinatus, Araeococcus pectinatus is a species of the genus Araeococcus. This species is native to Costa Rica.
11,Cyrtandra tintinnabula, Cyrtandra tintinnabula is a rare species of flowering plant in the African violet family known by the common name Laupahoehoe cyrtandra. It is endemic to the island of Hawaii where it is known only from the slopes of Mauna Kea. As of 1996 there were only three occurrences containing fewer than 20 individuals total. It was federally listed as an endangered species in 1994. Like other Hawaiian Cyrtandra it is called ha`iwale.This plant is a white-flowered shrub growing 1 to 2 meters tall.
11,Paeonia suffruticosa, Paeonia suffruticosa the tree peony is a species of peony native to China. Paeonia Suffruticosa is the plantÉ??s botanical name. More commonly the plant is referred as the tree peony. It is known as mudan (á?≠Ñ??) in Chinese and is an important symbol in Chinese culture. It was first described and validly published by Henry Charles Andrews in 1804. The flower component is its most attracting feature of the plant.
11,Billbergia iridifolia, Billbergia iridifolia is a species of the genus Billbergia. This species is native to Brazil.
11,Gerrardanthus, Gerrardanthus is a genus of flowering plants native to tropical Africa and South Africa first described by William Henry Harvey (1811É??1866) and named in honor of William Tyrer Gerrard (died 1866 in Mahavelona Madagascar) botanical collector in Natal and Madagascar in the 1860s.Gerrardanthus is a perennial climber with height up to 5 m rising from a swollen tuberous base with a thickness of up to 1.5 m. Stems are herbaceous but becoming woody and grey-barked as they age.
11,Vincetoxicum hirundinaria, Vincetoxicum hirundinaria commonly named Swallow-wort is a long-lived herbaceous perennial of the genus Vincetoxicum in the family Apocynaceae. It is native to cliffs and slopes especially in calcareous soils of continental Eurasia (including some Baltic islands). There are introduced populations in North America (Ontario Michigan and New York).
11,Knema longepilosa, Knema longepilosa is a species of plant in the Myristicaceae family. It is found in Indonesia and Malaysia.
11,Epipactis atrorubens, The Dark Red Helleborine or Royal Helleborine (Epipactis atrorubens) is an herbaceous plant from the family Orchidaceae.The plant is hardy and has a short rootstalk often with multiple fleshy roots. It blooms from June to August with erect mostly purple inflorescences with dense hair on the tops standing between 20 and 80 cm in height. The blossoms emit a strong vanilla scent especially in warm weather.
11,Iris reticulata, Iris reticulata is a species of flowering plant in the family Iridaceae. It is native to Russia the Caucasus and northern Iran but cultivated widely in temperate regions. The reticulata group of irises is characterised by a fibrous net surrounding the bulb. They are small plants to 15 centimetres (5.9 in) with tubular sharply-pointed ribbed leaves and flowers of yellow blue or purple with an orange blaze on the falls appearing in early spring.
11,Lepidium perfoliatum, Lepidium perfoliatum is a species of flowering plant in the mustard family known by the common name clasping pepperweed. It is native to Europe and Asia and it can be found in other parts of the world as an introduced species. This is an annual or biennial herb producing an erect stem to a maximum height near 60 centimeters. Leaves at the base of the plant are divided into linear lobes while the leaves higher up on the stem are rounded to oval in shape and surround the stem.
11,Radiofilum, In taxonomy Radiofilum is a genus of algae specifically of the Trebouxiophyceae.
11,Leptolaena, Leptolaena is a genus of flowering plant in the Sarcolaenaceae family. It contains the following species: Leptolaena abrahamii Leptolaena cuspidata Leptolaena delphinensis Leptolaena gautieri Leptolaena masoalensis Leptolaena multiflora Leptolaena pauciflora Leptolaena raymondii
11,Emergococcus, Emergococcus is a genus of algae in the family Chlorococcaceae.
11,Ranunculus micranthus, Ranunculus micranthus is a flowering plant species in the Ranunculus (buttercup) family known by the common names rock buttercup and small-flowered crowfoot. It is native to North America with a distribution that covers much of the eastern United States. R. micranthus is very similar in appearance to R. abortivus (small-flowered buttercup). The distinguishing characteristics are the hairiness of their receptacles and shininess of their achenes.
11,Dysphania multifida, Dysphania multifida is a species of flowering plant in the amaranth family known by the common name cutleaf goosefoot. It is native to South America but it can be found on most continents as an introduced species. It grows easily in many habitat types including disturbed areas such as roadsides. It is an annual herb with variously shaped stems up to about 60 centimeters long branching and growing upright to flat along the ground.
11,Stylidium calcaratum, Stylidium calcaratum the book triggerplant is a dicotyledonous plant that belongs to the genus Stylidium (family Stylidiaceae). It is an ephemeral annual that grows from 5 to 10 cm tall but can grow larger at 20É??30 cm tall in damp forest or scrub habitat. The few ovate leaves produced by this plant form basal rosettes around the stem. The leaves are around 3É??5 mm long on short petioles.
11,Aeranthes henricii, Aeranthes henricii is a species of orchid.
11,Gyrodoma, Gyrodoma is a genus of flowering plants in the daisy family.
11,Ipomoea hederifolia, Ipomoea luteola redirects here. As described by Robert Brown this refers to the Obscure Morning Glory (I. obscura).Trompillo redirects here. This may also refer to the Silver-leaved Nightshade (Solanum elaeagnifolium).Ipomoea hederifolia is a species of herbaceous annual vine native to the Americas. It was first described by Linnaeus in 1759.It is commonly known as Scarlet Morning Glory Scarlet Creeper Star Ipomoea Trompillo or Ivy-leaved Morning Glory (which otherwise refers to I.
11,Glenn (mango), Glenn is a mango cultivar.
11,Catesbaea melanocarpa, Catesbaea melanocarpa is a rare species of flowering plant in the coffee family known by the common name tropical lilythorn. It is native to five Caribbean islands: Puerto Rico St. Croix in the United States Virgin Islands Antigua Barbuda and one island in Guadeloupe. The plant is threatened by habitat loss.This is a shrub which can reach three meters in height its spreading branches lined with spines up to two centimeters long.
11,Stanford International Bank, Stanford International Bank was a bank based in the Caribbean which operated from 1986 to 2009. It was an affiliate of the Stanford Financial Group.
11,Blechnum novae-zelandiae, Blechnum novae-zelandiae commonly known as palm-leaf fern or kiokio is a species of fern found in New Zealand. It can often be found growing in clay soil on embankments and roadsides.B. novae-zelandiae has long fronds that grow up to 2 metres long by 50 cm wide. They are pink when new and as they age they turn green and darken.
11,Paphiopedilum exul, Paphiopedilum exul is a species of orchid endemic to peninsular Thailand.
11,Psychotria megalopus, Psychotria megalopus is a species of plant in the Rubiaceae family. It is endemic to Tanzania.
11,Marianthus," Marianthus is a genus of flowering plants within the family Pittosporaceae.The species which are all endemic to Australia include:Marianthus aquilonaris N.Gibson & Wege Marianthus angustifolius Putt. Marianthus bicolor (Putt.) F. Muell. - Painted Marianthus Marianthus bignoniaceus F.Muell. - Orange Bell-climber Marianthus candidus H?¨gel - White Marianthus 	Marianthus coelestis Putt. 	Marianthus coeruleopunctatus Klotzsch - Blue-spotted Marianthus Marianthus cuneatus M?¨ll.Berol."
11,Pseudobombax, Pseudobombax is a genus of flowering plants in the Bombacoideae subfamily of the Malvaceae family.
11,Homalium buxifolium, Homalium buxifolium is a species of plant in the Salicaceae family. It is endemic to New Caledonia.
11,Panicum, Panicum is a large genus of about 450 species of grasses native throughout the tropical regions of the world with a few species extending into the northern temperate zone. They are often large annual or perennial grasses growing to 1É??3 m tall.The flowers are produced in a well-developed panicle often up to 60 cm in length with numerous seeds which are 1É??6 mm long and 1É??2 mm broad. The fruits are developed from a two-flowered spikelet.
11,Cynanchum arizonicum, Cynanchum arizonicum the Arizona swallow-wort or Arizona climbing milkweed is a plant native to Arizona New Mexico and Sonora. It is twining herbaceous vine with whitish to yellow flowers growing in rocky slopes and canyons of desert mountain ranges.
11,Buddleja alternifolia, Buddleja alternifolia is endemic to Kansu China where it grows along river banks in thickets at elevations of 1500 É?? 4000 m. First described and named by Carl Maximowicz in 1880 the plant was not introduced to cultivation until 1915 by Purdom and Farrer. B. alternifolia was accorded the Royal Horticultural Society's Award of Garden Merit (record 674) in 1993.
11,Peperomia paradoxa, Peperomia paradoxa is a species of plant in the Piperaceae family. It is endemic to Ecuador.
11,Peperomia nivalis, Peperomia nivalis is a species of plant native to Peru. It is sometimes kept as an ornamental plant.
11,Psychotria acutiflora, Psychotria acutiflora is a species of plant in the Rubiaceae family. It is endemic to Ecuador.
11,Selaginella eremophila, Selaginella eremophila is a species of spikemoss known by the common name desert spikemoss. It is native to the deserts and adjacent mountains around the intersection of California and Arizona with Baja California. It grows in sandy and rocky habitat. This lycophyte forms dense mats of spreading stems with small forking branches. The lance-shaped leaves are up to 3 millimeters long on the lower stem surfaces and a little shorter on the upper sides.
11,Nicotiana attenuata, Nicotiana attenuata is a species of wild tobacco known by the common name coyote tobacco. It is native to western North America from British Columbia to Texas and northern Mexico where it grows in many types of habitat. It is a glandular and sparsely hairy annual herb exceeding a meter in maximum height. The leaf blades may be 10 centimeters long the lower ones oval and the upper narrower in shape and are borne on petioles.
11,Micropolypodium aphelolepis, Micropolypodium aphelolepis is a species of fern in the Grammitidaceae family. It is endemic to Ecuador. Its natural habitat is subtropical or tropical moist montane forests. It is threatened by habitat loss.
11,Rosette (grape), Rosette or Seibel 1000 is a wine hybrid grape red-berries variety which originated with the work of Albert Seibel by a crossing of Jaeger 70 with Vitis vinifera. Rosette is also the common ancestor of St. Pepin and La Crosse grapes. Rosette is used to produce ros?? wine.
11,Malacothrix junakii, Malacothrix junakii is a rare species of flowering plant in the aster family known by the common names Anacapa Island desert-dandelion and Junak's malacothrix. It is endemic to Anacapa Island one of the Channel Islands of California where it is known from just two occurrences. It occurs in the coastal scrub of the island. It was described to science as a new species in 1997.This is an annual herb with a branching leafy stem up to 30 centimeters tall.
11,Urtica lalibertadensis, Urtica lalibertadensis is a species of the genus Urtica. It differs from U. leptostachya in its subscandent habit and the deflexed stinging hairs on the glabrous stem and by the presence of numerous stinging hairs on the perigon of the female flowers (and fruits) and individual stinging hairs on the perigon of the male flower. It is a very abundant species in Peru.
11,Eriastrum densifolium, Eriastrum densifolium is a species of flowering plant in the phlox family known by the common name giant woollystar. This wildflower is native to California and Baja California where it grows in open areas such as sand dunes and dry washes. It grows on an erect stem with slightly hairy to densely woolly foliage often giving the plant a dark gray-green color. The leaves are narrow and spike-shaped with pointed lobes.
11,Nepenthes leyte, Nepenthes leyte is a tropical pitcher plant native to the Philippines. It appears to be endemic to the island of Leyte after which it is named. It has been recorded from submontane mossy forest at 900 m altitude.This species belongs to the informal N. alata group which also includes N. alata N. ceciliae N. copelandii N. extincta N. graciliflora N. hamiguitanensis N. kitanglad N. kurata N. mindanaoensis N. negros N. ramos N. saranganiensis and N. ultra.
11,Montiniaceae, Montiniaceae is a family of flowering plants. It includes two or three genera of shrubs and small trees native to southwest Africa and tropical East Africa as well as Madagascar. The genera Grevea and Montinia are included in most classification systems. The genus Kaliphora is included in the Montiniaceae in many newer classification systems including the APG II but other classification systems including that of Armen Takhtajan include Kaliphora in its own family the Kaliphoraceae.
11,Hypochaeris radicata, Hypochaeris radicata (sometimes spelled Hypochoeris radicata) also known as catsear flatweed cat's ear or false dandelion is a perennial low-lying edible herb often found in lawns. The plant is native to Europe but has also been introduced to the Americas Japan Australia and New Zealand where it can be an invasive weed. It is listed as a noxious weed in Washington State USA.
11,Amaranthus cruentus, Amaranthus cruentus is a flowering plant species that yields the nutritious staple amaranth grain. It is one of three Amaranthus species cultivated as a grain source the other two being Amaranthus hypochondriacus and Amaranthus caudatus. In Mexico it is called huautli and alegr??a and in English it has several common names including blood amaranth red amaranth purple amaranth prince's feather and Mexican grain amaranth.
11,Gilia salticola, Gilia salticola is a species of flowering plant in the phlox family known by the common name salt gilia. It is native to the Sierra Nevada and Modoc Plateau of California and western Nevada where it grows in volcanic and granitic soils.
11,Grammitis basalis, Grammitis basalis is a species of fern in the Polypodiaceae family. It is endemic to Ecuador. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss.
11,Lysimachia scopulensis, Lysimachia scopulensis is a rare species of flowering plant in the family Myrsinaceae known by the common name shiny-leaf yellow loosestrife. It is endemic to Hawaii where there are two small populations on the island of Kauai. It was federally listed as an endangered species of the United States in 2010.This shrub was discovered in 1991 in Kalalau Valley on Kauai. It was described as a new species in 1997. It grows on cliffs.This shrub has red or green branches up to 75 centimeters long.
11,Grewia orientalis, Grewia orientalis is a species of flowering plant in the India and Sri Lanka.It is threatened by habitat loss.
11,Cattleya crispata, Cattleya crispata commonly known as Laelia flava is a species of orchid endemic to Minas Gerais Brazil. For registration purposes the Royal Horticultural Society calls this species Cattleya crispata.
11,Ammannia coccinea, Ammannia coccinea is a species of flowering plant in the loosestrife family known by several common names including valley redstem scarlet toothcup and purple ammannia. It is native to most of the contiguous United States with the exception of the Pacific Northwest and New England. It is generally found in moist areas such as riverbanks and pond margins. It is weedy in some areas. This is an annual herb growing erect to heights approaching one meter or lying along the ground.
11,Oncidium amictum, Oncidium amictum is a species of orchid endemic to southeastern Brazil.
11,Empogona concolor, Empogona concolor is a species of plant in the Rubiaceae family. It is endemic to Gabon.
11,Abies magnifica, Abies magnifica the Red Fir or Silvertip fir is a western North American fir native to the mountains of southwest Oregon and California in the United States. It is a high elevation tree typically occurring at 1400É??2700 metres (4600É??8900 ft) elevation though only rarely reaching tree line. The name Red Fir derives from the bark color of old trees.
11,Camellia sinensis, Camellia sinensis is the species of plant whose leaves and leaf buds are used to produce the popular beverage tea. It is of the genus Camellia (Chinese: ä??ä?Ò; pinyin: Ch?≠huéÅ literally: tea flower) a genus of flowering plants in the family Theaceae. White tea yellow tea green tea oolong pu-erh tea and black tea are all harvested from this species but are processed differently to attain different levels of oxidation.
11,Pappobolus sanchezii, Pappobolus sanchezii is a species of flowering plant in the Asteraceae family.It is found only in Peru.
11,Eryngium constancei, Eryngium constancei is a species of flowering plant in the carrot family known by the common name Loch Lomond button celery or Loch Lomond coyote thistle. It is endemic to California where it is known from only three occurrences north of the San Francisco Bay Area. One of the populations is at the Loch Lomond Vernal Pool Ecological Reserve at Loch Lomond in Lake County. The plant appears mainly in vernal pools. It is endangered on the state and federal levels.
11,Wilkesia hobdyi, Wilkesia hobdyi (Dwarf Iliau) is a species of flowering plant in the sunflower family Asteraceae that is endemic to the island of Kaua?Øi in Hawaii. It was first collected in 1968 and was not formally described until 1971. The number of living plants is estimated at fewer than 300. It is considered Critically Imperiled in global rank which means it is at very high risk of extinction. It has been a federally protected species since 1992.
11,Thespesia, Thespesia is a genus of 18 flowering shrubs and trees in the Hibiscus family Malvaceae although within the family they are more closely related to cotton plants (Gossypium). The genus is distributed from the South Pacific through Asia Africa and the Caribbean.
11,Mollinedia engleriana, Mollinedia engleriana is a species of plant in the Monimiaceae family. It is endemic to Brazil.
11,Tillandsia ariza-juliae, Tillandsia ariza-juliae is a species of the genus Tillandsia.
11,Gentianella splendens, Gentianella splendens is a species of plant in the Gentianaceae family. It is endemic to Ecuador. Its natural habitats are subtropical or tropical swamps and subtropical or tropical high-altitude shrubland.
11,Lophostachys villosa, Lophostachys villosa is a plant native of Cerrado vegetation of Brazil. This plant is cited in Flora Brasiliensis by Carl Friedrich Philipp von Martius.
11,Calymmanthium, Calymmanthium is a genus of primitive tree-like cacti from northern Peru. It is the only genus belonging to the tribe Calymmantheae.Diploperianthium F.Ritter (nom. inval.) has been brought into synonymy with this genus.
11,Leunisia, Leunisia is a genus of flowering plants in the daisy family.
11,Salvia ophiocephala, Salvia ophiocephala is an annual herb that is endemic to BoliviaÉ??as of 2007 there was only known to be one small colony growing in a Yungas forest valley at 1200 metres (3900 ft) elevation. The site is close to settlements and gold-mining and therefore the plant is considered critically endangered. The specific epithet ophiocephala refers to the distinctive teeth in the calyx mouth which hints at the open mouth of a striking rattlesnake. It appears to be related to Salvia personata.S.
11,Sorbus reducta, Sorbus reducta (dwarf Chinese mountain ash) is a species of flowering plant in the family Rosaceae native to western China. Growing to 1.5 m (5 ft) tall by 2 m (7 ft) wide it is a dense deciduous spreading shrub. Each leaf 10 cm (4 in) long has up to 15 leaflets which turn to brilliant shades of red in the autumn (fall).
11,Isocoma azteca, Isocoma azteca common name Apache jimmyweed is a plant species native to Arizona and New Mexico. It grows on sandy to clay soils often with Atriplex sp. at elevations of 1500-1800 m (5000-6000 feet).Isocoma azteca is a shrub or subshrub up to 150 cm (60 inches) tall. Herbage is glabrous or with scattered stipitate glands but not resinous. Leaves are narrow oblong to oblanceolate up to 50 mm (2 inches) long deeply lobed.
11,Bromelia balansae, Bromelia balansae is a species of the genus Bromelia. This species is native to Argentina Brazil and Paraguay where it grows at elevations of 150 to 3000 feet.
11,Dianthus carthusianorum, Dianthus carthusianorum (Carthusian Pink) is a species of Dianthus native to Europe from Spain north to Belgium and Poland and east to Ukraine occurring in dry grassy habitats at altitudes of up to 2500 m in mountains.It is a variable herbaceous perennial plant growing to 60 cm tall. The leaves are slender up to 7 cm long and 5 mm broad. The flowers are 18É??20 mm wide dark pink to purple occasionally white; they are produced several together in tight flowerhead.
11,Rudgea microcarpa, Rudgea microcarpa is a species of plant in the Rubiaceae family. It is endemic to Peru.
11,Banksia sphaerocarpa, Banksia sphaerocarpa commonly known as the Fox Banksia or Round-fruit Banksia is a species of shrub or tree in the plant genus Banksia (family Proteaceae). It is generally encountered as a 1É??2 m (3É??7 ft) high shrub and is usually smaller in the north of its range. This species has narrow green leaves and brownish orange or yellow round flower spikes which may be seen from January to July.
12,La Sept (album), La Sept is a 1989 promotional album of music for La Sept written by Michael Nyman and performed by the Michael Nyman Band. It is Nyman's fourteenth release. Gabrielle Lester makes her debut with the band on this album. After a 13-year hiatus (at least from recording) with the band she would replace the departing Alexander Balanescu as concertmaster for The Michael Nyman Band during the recording of Facing Goya and as of 2008 remains in that position.
12,Epikindyna Paihnidia, Epikindyna Paihnidia (Dangerous games) is the debut album by popular Greek artist Elli Kokkinou. It was released in 1999 by Sony Music Greece. This album is currently out of print.
12,Thug Thisle, Thug Thisle is a studio album by rapper Killa Tay in 2000.
12,Chapter VI (album), Chapter VI is the fifth studio album by Swedish doom metal band Candlemass released in 1992. This was the first Candlemass album not to feature Messiah Marcolin on vocals since their 1986 debut Epicus Doomicus Metallicus. On this one Thomas Vikstr??m took his place. After poor sales of the album Candlemass subsequently disbanded in early 1994 only to reform three years later.
12,Untilted, Untilted is Autechre's eighth album. Warp Records released the album in Europe on 18 April 2005 and in North America on 19 April 2005 while Beat Records released it in Japan on 9 April 2005. The album charted at #199 in the UK.A phony version of the album was leaked on file sharing networks simultaneously to the actual album's promotional leak. It became so widespread that Sean Booth commented in an interview The more fakes the merrier weÉ??ve released fakes ourselves but not this time.
12,The Iron Stone, The Iron Stone is an album released in 2006 by Robin Williamson. This album is the third in a trio of Robin Williamson albums on ECM Records. The Yellow Snake and The Iron Stone are originally from the album Wee Tam and the Big Huge by The Incredible String Band Verses At Ellesmere and Political lies are from Ten of Songs.
12,Da Drought 3, Da Drought 3 is a two-disc mixtape by Lil Wayne released on April 13 2007
12,En spjutkastares visor, En spjutkastares visor(English: Songs of the javelin thrower) is a music album recorded by the Swedish-Dutch folk singer-songwriter Cornelis Vreeswijk in 1980. Recorded in Helsinki Finland the album contains older Finnish popular melodies from Tapio Rautavaara Konsta Jylh?? and others. Rautavara was also a successful javelin thrower and his gold medal in 1948 Olympic games is referred in the album title.
12,Boombastic, Mr. Lover Lover redirects here. For Shaggy's greatest hits album see Mr. Lover Lover - The Best of Shaggy... Part 1. Boombastic is the third studio album released by Jamaican artist Shaggy. The album was released on July 11 1995. The album spawned five singles: In The Summertime a cover of a Mungo Jerry classic Boombastic which peaked at number 1 on the UK Singles Chart at 3 on the Billboard Hot 100 and at number 1 on the U.S.
12,A Different Shade, A Different Shade is a 2007 album from Swedish singer Erik Segerstedt released on February 1 2007 and debuted at number 2 on the Swedish album chart. The album spawned two singles Can't Say I'm Sorry a number-one single and How Did we Change a number-two single.
12,Kim Appleby (album), Kim Appleby is the solo debut album by British singer Kim Appleby.With the aid of her boyfriend ex-Bros bassist Craig Logan Kim launched a solo career with much of her debut solo album composed of songs cowritten with her sister Mel for what was intended to be the next Mel and Kim album.
12,Loverly, Loverly is an album by American jazz singer Cassandra Wilson released in 2008.
12,Saints (Destroy the Runner album), Saints is Destroy the Runner's debut album released through Solid State Records on September 12 2006. It is also the only album to feature Kyle Setter as lead vocalist and Jeremiah Crespo as bassist.
12,Live at the Monterey Festival, Live at the Monterey Festival is a live album by the San Francisco rock band Jefferson Airplane which was released in the United Kingdom and Europe by Thunderbolt Records in 1991. The album was authorized by the band and features the entire set from the group's June 17 1967 performance at the Monterey Pop Festival. The album marked the first time that Jefferson Airplane's entire Monterey Pop Festival performance had been given a release by a legitimate record company.
12,Nothing to Lose (Michael Learns to Rock album), Nothing to Lose is the fourth album of the Danish soft rock band Michael Learns to Rock. It was released in 1997.
12,Tamo gdje ljubav poéçinje, Tamo gdje ljubav poéçinje is the fourth studio album from the Sarajevo-based Bosnian pop rock band Crvena Jabuka released in 1989.This album is mostly centered on love songs and had six singles. After the release of this album there was a tour that lasted to near the start of 1990.
12,Sanctuary (Irish charity album), Sanctuary is an album supporting charity which was recorded in July 2007 at Glenstal Abbey Co. Limerick Ireland. The album features artists Moya Brennan Mary Coughlan N??ir??n N?? Riain Cara O'Sullivan Jimmy O'Brien-Moran the Monks of Glenstal and many others. The genres of music include Traditional Irish folk Gregorian chant contemporary popular and classical.All profits from the album will go to charities supporting victims of domestic violence in Ireland.
12,Time (Klinik album), Time is the last studio album by the classic Klinik line up of Dirk Ivens and Marc Verhaeghen. Due to mounting tensions and musical differences Ivens left shortly after the recording to pursue a solo career as Dive.The CD release contains the Plague album as a bonus. Plague has never been released as a separate CD.
12,Dreamland Manor, Dreamland Manor is the debut album of German power metal band Savage Circus. The album sounds similar to older classic Blind Guardian.
12,In a World Like This, In a World Like This is the eighth studio album (seventh in the United States) by the Backstreet Boys released on July 30 2013 through the band's own record label K-BAHN. A follow-up to 2009's This Is Us it is the first album featuring all five original members since Kevin Richardson left the group in 2006 to focus on his family and pursue other interests. Richardson rejoined the group in 2012. It was also their first independent album since leaving their old label Jive Records in 2010.
12,Dead Plane, Dead Plane is an EP released by Los Angeles-based band No Age on Los Angeles's Teenage Teardrops label. It was limited to 500 copies and of those 500 copies pressed 400 are blue vinyl and 100 on grey/beige swirl vinyl. The EP was mastered by Peter Lyman who did the same for the other EPs and singles by No Age. The EP is one of five limited edition singles and EPs released by No Age on five different labels on the same day March 26 2007. There are two covers one a special edition.
12,1 (EP), #1 is an EP by Suburban Kids with Biblical Names released in 2004 by Labrador Records. Rent a Wreck ended up being on their #3 album and Love Will as well as Trumpets and Violins were bonus US/UK tracks. Do It All Or Don't Do It at All is the only track from #1 that wasn't carried on to #3.
12,Velkommen til Medina, For the song of the same name see Velkommen til Medina (song)Velkommen til Medina (Danish for Welcome to Medina) is the second studio album by the Danish pop singer Medina. It was produced by Providers and Motrack and released on August 31 2009 in Denmark.The lead single of the album Kun for mig was the best selling single of 2009 in Denmark with more than 60000 units. By January 2010 the single had spent 52 non-consecutive weeks on the Danish Singles Chart six of them at #1.
